time_cost:2.54, lr:1e-05, epoch:102, train_top1:93.55, train_loss:0.32187771797180176, val_top1:89.58, val_loss:0.4072933793067932, test_top1:77.18, test_loss:0.9030996561050415
time_cost:2.52, lr:1e-05, epoch:104, train_top1:92.47, train_loss:0.3143942952156067, val_top1:91.67, val_loss:0.40057557821273804, test_top1:77.56, test_loss:0.9068571925163269
time_cost:2.51, lr:1e-05, epoch:106, train_top1:92.47, train_loss:0.30699387192726135, val_top1:93.75, val_loss:0.40439552068710327, test_top1:76.79, test_loss:0.8976160883903503
time_cost:2.54, lr:1e-05, epoch:108, train_top1:92.47, train_loss:0.31330087780952454, val_top1:91.67, val_loss:0.4218771159648895, test_top1:79.30, test_loss:0.8798890113830566
time_cost:2.52, lr:1e-05, epoch:110, train_top1:93.55, train_loss:0.31859466433525085, val_top1:93.75, val_loss:0.42722341418266296, test_top1:78.72, test_loss:0.8816806674003601
time_cost:2.51, lr:1e-05, epoch:112, train_top1:92.47, train_loss:0.30122560262680054, val_top1:91.67, val_loss:0.406266450881958, test_top1:78.34, test_loss:0.8870518803596497
time_cost:2.53, lr:1e-05, epoch:114, train_top1:93.55, train_loss:0.29626205563545227, val_top1:91.67, val_loss:0.4015517234802246, test_top1:78.72, test_loss:0.8917846083641052
time_cost:2.55, lr:1e-05, epoch:116, train_top1:93.55, train_loss:0.28936514258384705, val_top1:91.67, val_loss:0.39935362339019775, test_top1:78.34, test_loss:0.9017728567123413
time_cost:2.53, lr:1e-05, epoch:118, train_top1:94.62, train_loss:0.2864221930503845, val_top1:93.75, val_loss:0.3897401988506317, test_top1:79.30, test_loss:0.8809909820556641
time_cost:2.56, lr:1e-05, epoch:120, train_top1:94.62, train_loss:0.27271220088005066, val_top1:93.75, val_loss:0.38538965582847595, test_top1:79.11, test_loss:0.8847724795341492
time_cost:2.50, lr:1e-05, epoch:122, train_top1:94.62, train_loss:0.2809782028198242, val_top1:91.67, val_loss:0.40250805020332336, test_top1:78.53, test_loss:0.9044430255889893
time_cost:2.51, lr:1e-05, epoch:124, train_top1:95.70, train_loss:0.2762797176837921, val_top1:91.67, val_loss:0.3938864469528198, test_top1:78.14, test_loss:0.9047679901123047
time_cost:2.53, lr:1e-05, epoch:126, train_top1:94.62, train_loss:0.2542021572589874, val_top1:89.58, val_loss:0.37331897020339966, test_top1:77.18, test_loss:0.9004043936729431
time_cost:2.50, lr:1e-05, epoch:128, train_top1:94.62, train_loss:0.26255175471305847, val_top1:93.75, val_loss:0.38749340176582336, test_top1:79.69, test_loss:0.8702372312545776
time_cost:2.51, lr:1e-05, epoch:130, train_top1:95.70, train_loss:0.24664849042892456, val_top1:91.67, val_loss:0.3436669409275055, test_top1:75.05, test_loss:0.95773845911026
time_cost:2.52, lr:1e-05, epoch:132, train_top1:94.62, train_loss:0.24709388613700867, val_top1:93.75, val_loss:0.36714088916778564, test_top1:78.14, test_loss:0.902310311794281
time_cost:2.51, lr:1e-05, epoch:134, train_top1:94.62, train_loss:0.24254478514194489, val_top1:93.75, val_loss:0.3603908121585846, test_top1:78.53, test_loss:0.9117693305015564
time_cost:2.50, lr:1e-05, epoch:136, train_top1:94.62, train_loss:0.24396532773971558, val_top1:91.67, val_loss:0.37247151136398315, test_top1:78.34, test_loss:0.8968707323074341
time_cost:2.52, lr:1e-05, epoch:138, train_top1:94.62, train_loss:0.24756163358688354, val_top1:91.67, val_loss:0.3792724609375, test_top1:78.34, test_loss:0.8843487501144409
time_cost:2.50, lr:1e-05, epoch:140, train_top1:94.62, train_loss:0.22882451117038727, val_top1:93.75, val_loss:0.3451678156852722, test_top1:76.60, test_loss:0.9457632303237915
time_cost:2.54, lr:1e-05, epoch:142, train_top1:94.62, train_loss:0.23778654634952545, val_top1:93.75, val_loss:0.3712089955806732, test_top1:79.30, test_loss:0.8812925815582275
time_cost:2.54, lr:1e-05, epoch:144, train_top1:94.62, train_loss:0.23027001321315765, val_top1:93.75, val_loss:0.36362046003341675, test_top1:79.11, test_loss:0.8859705924987793
time_cost:2.58, lr:1e-05, epoch:146, train_top1:95.70, train_loss:0.22234246134757996, val_top1:91.67, val_loss:0.3522788882255554, test_top1:77.76, test_loss:0.9111666679382324
time_cost:2.51, lr:1e-05, epoch:148, train_top1:94.62, train_loss:0.22778694331645966, val_top1:91.67, val_loss:0.3789609968662262, test_top1:78.34, test_loss:0.9164365530014038
time_cost:2.52, lr:1e-05, epoch:150, train_top1:95.70, train_loss:0.23051020503044128, val_top1:95.83, val_loss:0.36653268337249756, test_top1:79.30, test_loss:0.8968403339385986
time_cost:2.51, lr:1e-05, epoch:152, train_top1:95.70, train_loss:0.21852651238441467, val_top1:91.67, val_loss:0.3639204502105713, test_top1:78.53, test_loss:0.926981508731842
time_cost:2.51, lr:1e-05, epoch:154, train_top1:95.70, train_loss:0.21087931096553802, val_top1:91.67, val_loss:0.3498976230621338, test_top1:77.37, test_loss:0.9251179695129395
time_cost:2.51, lr:1e-05, epoch:156, train_top1:95.70, train_loss:0.20659689605236053, val_top1:91.67, val_loss:0.35003170371055603, test_top1:78.53, test_loss:0.9175334572792053
time_cost:2.51, lr:1e-05, epoch:158, train_top1:96.77, train_loss:0.20568037033081055, val_top1:93.75, val_loss:0.3629830479621887, test_top1:77.76, test_loss:0.9102389216423035
time_cost:2.54, lr:1e-05, epoch:160, train_top1:95.70, train_loss:0.19379284977912903, val_top1:93.75, val_loss:0.3396081328392029, test_top1:76.98, test_loss:0.931393027305603
time_cost:2.51, lr:1e-05, epoch:162, train_top1:96.77, train_loss:0.19102314114570618, val_top1:91.67, val_loss:0.34290313720703125, test_top1:77.18, test_loss:0.9131513237953186
time_cost:2.52, lr:1e-05, epoch:164, train_top1:96.77, train_loss:0.18015345931053162, val_top1:91.67, val_loss:0.3250368535518646, test_top1:76.40, test_loss:0.9429895877838135
time_cost:2.50, lr:1e-05, epoch:166, train_top1:95.70, train_loss:0.20799711346626282, val_top1:91.67, val_loss:0.3730059266090393, test_top1:80.85, test_loss:0.8908980488777161
time_cost:2.52, lr:1e-05, epoch:168, train_top1:96.77, train_loss:0.18616904318332672, val_top1:93.75, val_loss:0.34033316373825073, test_top1:78.53, test_loss:0.923201322555542
time_cost:2.49, lr:1e-05, epoch:170, train_top1:96.77, train_loss:0.19082871079444885, val_top1:93.75, val_loss:0.34266072511672974, test_top1:78.92, test_loss:0.907158613204956
time_cost:2.52, lr:1e-05, epoch:172, train_top1:96.77, train_loss:0.18819646537303925, val_top1:93.75, val_loss:0.3491683900356293, test_top1:77.76, test_loss:0.924971878528595
time_cost:2.52, lr:1e-05, epoch:174, train_top1:96.77, train_loss:0.17543187737464905, val_top1:93.75, val_loss:0.3425796627998352, test_top1:76.60, test_loss:0.936825156211853
time_cost:2.50, lr:1e-05, epoch:176, train_top1:96.77, train_loss:0.19437436759471893, val_top1:95.83, val_loss:0.3505549430847168, test_top1:77.76, test_loss:0.9378048181533813
time_cost:2.54, lr:1e-05, epoch:178, train_top1:96.77, train_loss:0.18116731941699982, val_top1:93.75, val_loss:0.3371317982673645, test_top1:78.14, test_loss:0.9272469878196716
time_cost:2.49, lr:1e-05, epoch:180, train_top1:96.77, train_loss:0.18195705115795135, val_top1:91.67, val_loss:0.352107435464859, test_top1:78.72, test_loss:0.9173272252082825
time_cost:2.53, lr:1e-05, epoch:182, train_top1:96.77, train_loss:0.16648252308368683, val_top1:91.67, val_loss:0.3296653926372528, test_top1:76.98, test_loss:0.9285856485366821
time_cost:2.49, lr:1e-05, epoch:184, train_top1:96.77, train_loss:0.16529349982738495, val_top1:91.67, val_loss:0.3253103792667389, test_top1:77.37, test_loss:0.9344711303710938
time_cost:2.59, lr:1e-05, epoch:186, train_top1:96.77, train_loss:0.16456663608551025, val_top1:93.75, val_loss:0.33725506067276, test_top1:77.76, test_loss:0.9312233328819275
time_cost:2.46, lr:1e-05, epoch:188, train_top1:96.77, train_loss:0.15406344830989838, val_top1:93.75, val_loss:0.31803908944129944, test_top1:75.63, test_loss:0.9554853439331055
time_cost:2.49, lr:1e-05, epoch:190, train_top1:96.77, train_loss:0.16288089752197266, val_top1:91.67, val_loss:0.34355640411376953, test_top1:78.53, test_loss:0.9223135709762573
time_cost:2.49, lr:1e-05, epoch:192, train_top1:96.77, train_loss:0.15064772963523865, val_top1:93.75, val_loss:0.31845343112945557, test_top1:76.79, test_loss:0.9422222375869751
time_cost:2.49, lr:1e-05, epoch:194, train_top1:96.77, train_loss:0.15828126668930054, val_top1:93.75, val_loss:0.34330376982688904, test_top1:77.76, test_loss:0.9417257308959961
time_cost:2.56, lr:1e-05, epoch:196, train_top1:96.77, train_loss:0.1645948886871338, val_top1:93.75, val_loss:0.35851407051086426, test_top1:79.50, test_loss:0.9229080677032471
time_cost:2.51, lr:1e-05, epoch:198, train_top1:96.77, train_loss:0.1590593308210373, val_top1:93.75, val_loss:0.3528723120689392, test_top1:79.11, test_loss:0.932381272315979
time_cost:2.52, lr:1e-05, epoch:200, train_top1:96.77, train_loss:0.14458923041820526, val_top1:93.75, val_loss:0.320214182138443, test_top1:77.95, test_loss:0.9416431188583374
time_cost:2.53, lr:1e-05, epoch:202, train_top1:96.77, train_loss:0.1358237862586975, val_top1:93.75, val_loss:0.3284110128879547, test_top1:76.21, test_loss:0.9842913746833801
time_cost:2.55, lr:1e-05, epoch:204, train_top1:96.77, train_loss:0.1383400559425354, val_top1:93.75, val_loss:0.32753148674964905, test_top1:77.18, test_loss:0.9672970175743103
time_cost:2.50, lr:1e-05, epoch:206, train_top1:96.77, train_loss:0.135263592004776, val_top1:93.75, val_loss:0.3356938362121582, test_top1:77.56, test_loss:0.9605826735496521
time_cost:2.51, lr:1e-05, epoch:208, train_top1:96.77, train_loss:0.12082746624946594, val_top1:93.75, val_loss:0.3013094365596771, test_top1:75.82, test_loss:1.0016521215438843
time_cost:2.50, lr:1e-05, epoch:210, train_top1:96.77, train_loss:0.14104200899600983, val_top1:93.75, val_loss:0.3460082411766052, test_top1:77.95, test_loss:0.9567815065383911
time_cost:2.50, lr:1e-05, epoch:212, train_top1:96.77, train_loss:0.11825229227542877, val_top1:93.75, val_loss:0.3149397671222687, test_top1:76.02, test_loss:0.9908145070075989
time_cost:2.50, lr:1e-05, epoch:214, train_top1:97.85, train_loss:0.12709563970565796, val_top1:93.75, val_loss:0.328882098197937, test_top1:76.98, test_loss:1.0026788711547852
time_cost:2.52, lr:1e-05, epoch:216, train_top1:96.77, train_loss:0.12734757363796234, val_top1:93.75, val_loss:0.319827675819397, test_top1:77.56, test_loss:0.9577069878578186
time_cost:2.49, lr:1e-05, epoch:218, train_top1:97.85, train_loss:0.12355291098356247, val_top1:91.67, val_loss:0.32936641573905945, test_top1:76.79, test_loss:0.9982783794403076
time_cost:2.49, lr:1e-05, epoch:220, train_top1:96.77, train_loss:0.13196569681167603, val_top1:93.75, val_loss:0.3396797478199005, test_top1:79.30, test_loss:0.9618123173713684
time_cost:2.49, lr:1e-05, epoch:222, train_top1:96.77, train_loss:0.1179269477725029, val_top1:93.75, val_loss:0.3105686604976654, test_top1:77.56, test_loss:0.970654308795929
time_cost:2.52, lr:1e-05, epoch:224, train_top1:97.85, train_loss:0.12764409184455872, val_top1:93.75, val_loss:0.3304956257343292, test_top1:78.72, test_loss:0.9631229043006897
time_cost:2.52, lr:1e-05, epoch:226, train_top1:96.77, train_loss:0.11821027100086212, val_top1:93.75, val_loss:0.3090987205505371, test_top1:76.98, test_loss:0.9792519211769104
time_cost:2.49, lr:1e-05, epoch:228, train_top1:98.92, train_loss:0.11521492898464203, val_top1:93.75, val_loss:0.32945677638053894, test_top1:77.18, test_loss:0.9951032400131226
time_cost:2.51, lr:1e-05, epoch:230, train_top1:96.77, train_loss:0.12115145474672318, val_top1:93.75, val_loss:0.34620991349220276, test_top1:76.98, test_loss:0.9907980561256409
time_cost:2.47, lr:1e-05, epoch:232, train_top1:96.77, train_loss:0.10937482863664627, val_top1:93.75, val_loss:0.30753087997436523, test_top1:76.60, test_loss:0.9967744946479797
time_cost:2.49, lr:1e-05, epoch:234, train_top1:97.85, train_loss:0.11011508107185364, val_top1:93.75, val_loss:0.32272017002105713, test_top1:78.14, test_loss:0.9774951338768005
time_cost:2.52, lr:1e-05, epoch:236, train_top1:98.92, train_loss:0.10710211098194122, val_top1:93.75, val_loss:0.30500632524490356, test_top1:77.18, test_loss:1.0091365575790405
time_cost:2.50, lr:1e-05, epoch:238, train_top1:96.77, train_loss:0.11262572556734085, val_top1:95.83, val_loss:0.29925215244293213, test_top1:77.95, test_loss:0.979656457901001
